Name,Latitude,Longitude
Omega,-18.34602427,20.99020864
Masare,-17.8892964,20.17254813
Pal,-18.73592965,20.02211949
Mt Aha,-19.78734529,21.01186706
Acorn,-21.98743712,20.9923427
Giftdune,-21.23979237,20.08063275
BAKO,-18.0421342,21.99427305
Bierbok,-20.00129708,20.00016511
Gam,-20.24947222,20.82216667
Otjikoto,-21.12489053,20.76768994
Helena,-21.84728452,20.20594954
