Name,Latitude,Longitude
Khumib,-18.85804676,12.43212157
Mowebay,-19.37998062,12.7043723
Terracebay,-19.94978724,13.01007293
Toscanini,-20.82183837,13.39469677
Bocock,-21.55944801,13.88172369
Hartmann,-17.37210868,12.2136133
Ehombo,-17.56164057,13.81575503
Victor,-18.50927128,13.21773548
Fahlkuppe,-18.5008308,13.9529227
Goliat,-20.65421799,13.7649782
Nahab,-20.02197555,13.94952603
Oos,-21.07769512,13.99320085
